Mots,Partie,Chapitre,Paragraphe,Phrase
en,2,1,26,7
une,2,1,26,7
seule,2,1,26,7
La,2,1,26,8
Compagnie,2,1,26,8
des,2,1,26,8
mines,2,1,26,8
de,2,1,26,8
Montsou,2,1,26,8
était,2,1,26,8
créée,2,1,26,8
telle,2,1,26,8
qu'elle,2,1,26,8
existe,2,1,26,8
encore,2,1,26,8
aujourd'hui,2,1,26,8
Pour,2,1,26,9
la,2,1,26,9
répartition,2,1,26,9
on,2,1,26,9
avait,2,1,26,9
divisé,2,1,26,9
d'après,2,1,26,9
l'étalon,2,1,26,9
de,2,1,26,9
la,2,1,26,9
monnaie,2,1,26,9
du,2,1,26,9
temps,2,1,26,9
la,2,1,26,9
propriété,2,1,26,9
totale,2,1,26,9
en,2,1,26,9
vingt-quatre,2,1,26,9
sous,2,1,26,9
dont,2,1,26,9
chacun,2,1,26,9
se,2,1,26,9
subdivisait,2,1,26,9
en,2,1,26,9
douze,2,1,26,9
deniers,2,1,26,9
ce,2,1,26,9
qui,2,1,26,9
faisait,2,1,26,9
deux,2,1,26,9
cent,2,1,26,9
quatre-vingt-huit,2,1,26,9
deniers,2,1,26,9
et,2,1,26,9
comme,2,1,26,9
le,2,1,26,9
denier,2,1,26,9
était,2,1,26,9
de,2,1,26,9
dix,2,1,26,9
mille,2,1,26,9
francs,2,1,26,9
le,2,1,26,9
capital,2,1,26,9
représentait,2,1,26,9
une,2,1,26,9
somme,2,1,26,9
de,2,1,26,9
près,2,1,26,9
de,2,1,26,9
trois,2,1,26,9
millions,2,1,26,9
Desrumaux,2,1,26,10
agonisant,2,1,26,10
mais,2,1,26,10
vainqueur,2,1,26,10
avait,2,1,26,10
eu,2,1,26,10
dans,2,1,26,10
le,2,1,26,10
partage,2,1,26,10
six,2,1,26,10
sous,2,1,26,10
et,2,1,26,10
trois,2,1,26,10
deniers,2,1,26,10
En,2,1,27,1
ces,2,1,27,1
années-là,2,1,27,1
le,2,1,27,1
baron,2,1,27,1
possédait,2,1,27,1
la,2,1,27,1
Piolaine,2,1,27,1
d'où,2,1,27,1
dépendaient,2,1,27,1
trois,2,1,27,1
cents,2,1,27,1
hectares,2,1,27,1
et,2,1,27,1
il,2,1,27,1
avait,2,1,27,1
à,2,1,27,1
son,2,1,27,1
service,2,1,27,1
comme,2,1,27,1
régisseur,2,1,27,1
Honoré,2,1,27,1
Grégoire,2,1,27,1
un,2,1,27,1
garçon,2,1,27,1
de,2,1,27,1
la,2,1,27,1
Picardie,2,1,27,1
l'arrière-grand-père,2,1,27,1
de,2,1,27,1
Léon,2,1,27,1
Grégoire,2,1,27,1
père,2,1,27,1
de,2,1,27,1
Cécile,2,1,27,1
Lors,2,1,27,2
du,2,1,27,2
traité,2,1,27,2
de,2,1,27,2
Montsou,2,1,27,2
Honoré,2,1,27,2
qui,2,1,27,2
cachait,2,1,27,2
dans,2,1,27,2
un,2,1,27,2
bas,2,1,27,2
une,2,1,27,2
cinquantaine,2,1,27,2
de,2,1,27,2
mille,2,1,27,2
francs,2,1,27,2
d'économies,2,1,27,2
céda,2,1,27,2
en,2,1,27,2
tremblant,2,1,27,2
à,2,1,27,2
la,2,1,27,2
foi,2,1,27,2
inébranlable,2,1,27,2
de,2,1,27,2
son,2,1,27,2
maître,2,1,27,2
Il,2,1,27,3
sortit,2,1,27,3
dix,2,1,27,3
mille,2,1,27,3
livres,2,1,27,3
de,2,1,27,3
beaux,2,1,27,3
écus,2,1,27,3
il,2,1,27,3
prit,2,1,27,3
un,2,1,27,3
denier,2,1,27,3
avec,2,1,27,3
la,2,1,27,3
terreur,2,1,27,3
de,2,1,27,3
voler,2,1,27,3
ses,2,1,27,3
enfants,2,1,27,3
de,2,1,27,3
cette,2,1,27,3
somme,2,1,27,3
Son,2,1,27,4
fils,2,1,27,4
Eugène,2,1,27,4
toucha,2,1,27,4
en,2,1,27,4
effet,2,1,27,4
des,2,1,27,4
dividendes,2,1,27,4
fort,2,1,27,4
minces,2,1,27,4
et,2,1,27,4
comme,2,1,27,4
il,2,1,27,4
s'était,2,1,27,4
mis,2,1,27,4
bourgeois,2,1,27,4
et,2,1,27,4
qu'il,2,1,27,4
avait,2,1,27,4
eu,2,1,27,4
la,2,1,27,4
sottise,2,1,27,4
de,2,1,27,4
manger,2,1,27,4
les,2,1,27,4
quarante,2,1,27,4
autres,2,1,27,4
mille,2,1,27,4
francs,2,1,27,4
de,2,1,27,4
l'héritage,2,1,27,4
paternel,2,1,27,4
dans,2,1,27,4
une,2,1,27,4
association,2,1,27,4
désastreuse,2,1,27,4
il,2,1,27,4
vécut,2,1,27,4
assez,2,1,27,4
chichement,2,1,27,4
Mais,2,1,27,5
les,2,1,27,5
intérêts,2,1,27,5
du,2,1,27,5
denier,2,1,27,5
montaient,2,1,27,5
peu,2,1,27,5
à,2,1,27,5
peu,2,1,27,5
la,2,1,27,5
fortune,2,1,27,5
commença,2,1,27,5
avec,2,1,27,5
Félicien,2,1,27,5
qui,2,1,27,5
put,2,1,27,5
réaliser,2,1,27,5
un,2,1,27,5
rêve,2,1,27,5
dont,2,1,27,5
son,2,1,27,5
grand-père,2,1,27,5
l'ancien,2,1,27,5
régisseur,2,1,27,5
avait,2,1,27,5
bercé,2,1,27,5
son,2,1,27,5
enfance,2,1,27,5
l'achat,2,1,27,5
de,2,1,27,5
la,2,1,27,5
Piolaine,2,1,27,5
démembrée,2,1,27,5
qu'il,2,1,27,5
eut,2,1,27,5
comme,2,1,27,5
bien,2,1,27,5
national,2,1,27,5
pour,2,1,27,5
une,2,1,27,5
somme,2,1,27,5
dérisoire,2,1,27,5
Cependant,2,1,27,6
les,2,1,27,6
années,2,1,27,6
qui,2,1,27,6
suivirent,2,1,27,6
furent,2,1,27,6
mauvaises,2,1,27,6
il,2,1,27,6
fallut,2,1,27,6
attendre,2,1,27,6
le,2,1,27,6
dénouement,2,1,27,6
des,2,1,27,6
catastrophes,2,1,27,6
révolutionnaires,2,1,27,6
puis,2,1,27,6
la,2,1,27,6
chute,2,1,27,6
sanglante,2,1,27,6
de,2,1,27,6
Napoléon,2,1,27,6
Et,2,1,27,7
ce,2,1,27,7
fut,2,1,27,7
Léon,2,1,27,7
Grégoire,2,1,27,7
qui,2,1,27,7
bénéficia,2,1,27,7
dans,2,1,27,7
une,2,1,27,7
progression,2,1,27,7
stupéfiante,2,1,27,7
du,2,1,27,7
placement,2,1,27,7
timide,2,1,27,7
et,2,1,27,7
inquiet,2,1,27,7
de,2,1,27,7
son,2,1,27,7
bisaïeul,2,1,27,7
Ces,2,1,27,8
dix,2,1,27,8
pauvres,2,1,27,8
mille,2,1,27,8
francs,2,1,27,8
grossissaient,2,1,27,8
s'élargissaient,2,1,27,8
avec,2,1,27,8
la,2,1,27,8
prospérité,2,1,27,8
de,2,1,27,8
la,2,1,27,8
Compagnie,2,1,27,8
Dès,2,1,27,9
1820,2,1,27,9
ils,2,1,27,9
rapportaient,2,1,27,9
cent,2,1,27,9
pour,2,1,27,9
cent,2,1,27,9
dix,2,1,27,9
mille,2,1,27,9
francs,2,1,27,9
En,2,1,27,10
1844,2,1,27,10
ils,2,1,27,10
en,2,1,27,10
produisaient,2,1,27,10
vingt,2,1,27,10
mille,2,1,27,10
en,2,1,27,10
1850,2,1,27,10
quarante,2,1,27,10
Il,2,1,27,11
y,2,1,27,11
avait,2,1,27,11
deux,2,1,27,11
ans,2,1,27,11
enfin,2,1,27,11
le,2,1,27,11
dividende,2,1,27,11
était,2,1,27,11
monté,2,1,27,11
au,2,1,27,11
chiffre,2,1,27,11
prodigieux,2,1,27,11
de,2,1,27,11
cinquante,2,1,27,11
mille,2,1,27,11
francs,2,1,27,11
la,2,1,27,11
valeur,2,1,27,11
du,2,1,27,11
denier,2,1,27,11
côté,2,1,27,11
à,2,1,27,11
la,2,1,27,11
Bourse,2,1,27,11
de,2,1,27,11
Lille,2,1,27,11
un,2,1,27,11
million,2,1,27,11
avait,2,1,27,11
centuplé,2,1,27,11
en,2,1,27,11
un,2,1,27,11
siècle,2,1,27,11
M,2,1,28,1
Grégoire,2,1,28,1
auquel,2,1,28,1
on,2,1,28,1
conseillait,2,1,28,1
de,2,1,28,1
vendre,2,1,28,1
lorsque,2,1,28,1
ce,2,1,28,1
cours,2,1,28,1
d'un,2,1,28,1
million,2,1,28,1
fut,2,1,28,1
atteint,2,1,28,1
s'y,2,1,28,1
était,2,1,28,1
refusé,2,1,28,1
de,2,1,28,1
son,2,1,28,1
air,2,1,28,1
souriant,2,1,28,1
et,2,1,28,1
paterne,2,1,28,1
Six,2,1,28,2
mois,2,1,28,2
plus,2,1,28,2
tard,2,1,28,2
une,2,1,28,2
crise,2,1,28,2
industrielle,2,1,28,2
éclatait,2,1,28,2
le,2,1,28,2
denier,2,1,28,2
retombait,2,1,28,2
à,2,1,28,2
six,2,1,28,2
cent,2,1,28,2
mille,2,1,28,2
francs,2,1,28,2
Mais,2,1,28,3
il,2,1,28,3
souriait,2,1,28,3
toujours,2,1,28,3
il,2,1,28,3
ne,2,1,28,3
regrettait,2,1,28,3
rien,2,1,28,3
car,2,1,28,3
les,2,1,28,3
Grégoire,2,1,28,3
avaient,2,1,28,3
maintenant,2,1,28,3
une,2,1,28,3
foi,2,1,28,3
obstinée,2,1,28,3
en,2,1,28,3
leur,2,1,28,3
mine,2,1,28,3
Ça,2,1,28,4
remonterait,2,1,28,4
Dieu,2,1,28,4
n'était,2,1,28,4
pas,2,1,28,4
si,2,1,28,4
solide,2,1,28,4
Puis,2,1,28,5
à,2,1,28,5
cette,2,1,28,5
croyance,2,1,28,5
religieuse,2,1,28,5
se,2,1,28,5
mêlait,2,1,28,5
une,2,1,28,5
profonde,2,1,28,5
gratitude,2,1,28,5
pour,2,1,28,5
une,2,1,28,5
valeur,2,1,28,5
qui,2,1,28,5
depuis,2,1,28,5
un,2,1,28,5
siècle,2,1,28,5
nourrissait,2,1,28,5
la,2,1,28,5
famille,2,1,28,5
à,2,1,28,5
ne,2,1,28,5
rien,2,1,28,5
faire,2,1,28,5
C'était,2,1,28,6
comme,2,1,28,6
une,2,1,28,6
divinité,2,1,28,6
à,2,1,28,6
eux,2,1,28,6
que,2,1,28,6
leur,2,1,28,6
égoïsme,2,1,28,6
entourait,2,1,28,6
d'un,2,1,28,6
culte,2,1,28,6
la,2,1,28,6
bienfaitrice,2,1,28,6
du,2,1,28,6
foyer,2,1,28,6
les,2,1,28,6
berçant,2,1,28,6
dans,2,1,28,6
leur,2,1,28,6
grand,2,1,28,6
lit,2,1,28,6
de,2,1,28,6
paresse,2,1,28,6
les,2,1,28,6
engraissant,2,1,28,6
à,2,1,28,6
leur,2,1,28,6
table,2,1,28,6
gourmande,2,1,28,6
De,2,1,28,7
père,2,1,28,7
en,2,1,28,7
fils,2,1,28,7
cela,2,1,28,7
durait,2,1,28,7
pourquoi,2,1,28,7
risquer,2,1,28,7
de,2,1,28,7
mécontenter,2,1,28,7
le,2,1,28,7
sort,2,1,28,7
en,2,1,28,7
doutant,2,1,28,7
de,2,1,28,7
lui,2,1,28,7
Et,2,1,28,8
il,2,1,28,8
y,2,1,28,8
avait,2,1,28,8
au,2,1,28,8
fond,2,1,28,8
de,2,1,28,8
leur,2,1,28,8
fidélité,2,1,28,8
une,2,1,28,8
terreur,2,1,28,8
superstitieuse,2,1,28,8
la,2,1,28,8
crainte,2,1,28,8
que,2,1,28,8
le,2,1,28,8
million,2,1,28,8
du,2,1,28,8
denier,2,1,28,8
ne,2,1,28,8
se,2,1,28,8
fût,2,1,28,8
brusquement,2,1,28,8
fondu,2,1,28,8
s'ils,2,1,28,8
l'avaient,2,1,28,8
réalisé,2,1,28,8
et,2,1,28,8
mis,2,1,28,8
dans,2,1,28,8
un,2,1,28,8
tiroir,2,1,28,8
Ils,2,1,28,9
le,2,1,28,9
voyaient,2,1,28,9
plus,2,1,28,9
à,2,1,28,9
l'abri,2,1,28,9
dans,2,1,28,9
la,2,1,28,9
terre,2,1,28,9
d'où,2,1,28,9
un,2,1,28,9
peuple,2,1,28,9
de,2,1,28,9
mineurs,2,1,28,9
des,2,1,28,9
générations,2,1,28,9
d'affamés,2,1,28,9
l'extrayaient,2,1,28,9
pour,2,1,28,9
eux,2,1,28,9
un,2,1,28,9
peu,2,1,28,9
chaque,2,1,28,9
jour,2,1,28,9
selon,2,1,28,9
leurs,2,1,28,9
besoins,2,1,28,9
Du,2,1,29,1
reste,2,1,29,1
les,2,1,29,1
bonheurs,2,1,29,1
pleuvaient,2,1,29,1
sur,2,1,29,1
cette,2,1,29,1
maison,2,1,29,1
M,2,1,29,2
Grégoire,2,1,29,2
très,2,1,29,2
jeune,2,1,29,2
avait,2,1,29,2
épousé,2,1,29,2
la,2,1,29,2
fille,2,1,29,2
d'un,2,1,29,2
pharmacien,2,1,29,2
de,2,1,29,2
Marchiennes,2,1,29,2
une,2,1,29,2
demoiselle,2,1,29,2
laide,2,1,29,2
sans,2,1,29,2
un,2,1,29,2
sou,2,1,29,2
qu'il,2,1,29,2
adorait,2,1,29,2
et,2,1,29,2
qui,2,1,29,2
lui,2,1,29,2
avait,2,1,29,2
tout,2,1,29,2
rendu,2,1,29,2
en,2,1,29,2
félicité,2,1,29,2
Elle,2,1,29,3
s'était,2,1,29,3
enfermée,2,1,29,3
dans,2,1,29,3
son,2,1,29,3
ménage,2,1,29,3
extasiée,2,1,29,3
devant,2,1,29,3
son,2,1,29,3
mari,2,1,29,3
n'ayant,2,1,29,3
d'autre,2,1,29,3
volonté,2,1,29,3
que,2,1,29,3
la,2,1,29,3
sienne,2,1,29,3
jamais,2,1,29,3
des,2,1,29,3
goûts,2,1,29,3
différents,2,1,29,3
ne,2,1,29,3
les,2,1,29,3
séparaient,2,1,29,3
un,2,1,29,3
même,2,1,29,3
idéal,2,1,29,3
de,2,1,29,3
bien-être,2,1,29,3
confondait,2,1,29,3
leurs,2,1,29,3
désirs,2,1,29,3
et,2,1,29,3
ils,2,1,29,3
vivaient,2,1,29,3
ainsi,2,1,29,3
depuis,2,1,29,3
quarante,2,1,29,3
ans,2,1,29,3
de,2,1,29,3
tendresse,2,1,29,3
et,2,1,29,3
de,2,1,29,3
petits,2,1,29,3
soins,2,1,29,3
réciproques,2,1,29,3
C'était,2,1,29,4
une,2,1,29,4
existence,2,1,29,4
réglée,2,1,29,4
les,2,1,29,4
quarante,2,1,29,4
mille,2,1,29,4
francs,2,1,29,4
mangés,2,1,29,4
sans,2,1,29,4
bruit,2,1,29,4
les,2,1,29,4
économies,2,1,29,4
dépensées,2,1,29,4
pour,2,1,29,4
Cécile,2,1,29,4
dont,2,1,29,4
la,2,1,29,4
naissance,2,1,29,4
tardive,2,1,29,4
avait,2,1,29,4
un,2,1,29,4
instant,2,1,29,4
bouleversé,2,1,29,4
le,2,1,29,4
budget,2,1,29,4
Aujourd'hui,2,1,29,5
encore,2,1,29,5
ils,2,1,29,5
contentaient,2,1,29,5
chacun,2,1,29,5
de,2,1,29,5
ses,2,1,29,5
caprices,2,1,29,5
un,2,1,29,5
second,2,1,29,5
cheval,2,1,29,5
deux,2,1,29,5
autres,2,1,29,5
voitures,2,1,29,5
des,2,1,29,5
toilettes,2,1,29,5
venues,2,1,29,5
de,2,1,29,5
Paris,2,1,29,5
Mais,2,1,29,6
ils,2,1,29,6
goûtaient,2,1,29,6
là,2,1,29,6
une,2,1,29,6
joie,2,1,29,6
de,2,1,29,6
plus,2,1,29,6
ils,2,1,29,6
ne,2,1,29,6
trouvaient,2,1,29,6
rien,2,1,29,6
de,2,1,29,6
trop,2,1,29,6
beau,2,1,29,6
pour,2,1,29,6
leur,2,1,29,6
fille,2,1,29,6
avec,2,1,29,6
une,2,1,29,6
telle,2,1,29,6
horreur,2,1,29,6
personnelle,2,1,29,6
de,2,1,29,6
l'étalage,2,1,29,6
qu'ils,2,1,29,6
avaient,2,1,29,6
gardé,2,1,29,6
les,2,1,29,6
modes,2,1,29,6
de,2,1,29,6
leur,2,1,29,6
jeunesse,2,1,29,6
Toute,2,1,29,7
dépense,2,1,29,7
qui,2,1,29,7
ne,2,1,29,7
profitait,2,1,29,7
pas,2,1,29,7
leur,2,1,29,7
semblait,2,1,29,7
stupide,2,1,29,7
Brusquement,2,1,30,1
la,2,1,30,1
porte,2,1,30,1
s'ouvrit,2,1,30,1
et,2,1,30,1
une,2,1,30,1
voix,2,1,30,1
forte,2,1,30,1
cria,2,1,30,1
Eh,2,1,31,1
bien,2,1,31,1
quoi,2,1,31,2
donc,2,1,31,2
on,2,1,31,2
déjeune,2,1,31,2
sans,2,1,31,2
moi,2,1,31,2
C'était,2,1,32,1
Cécile,2,1,32,1
au,2,1,32,1
saut,2,1,32,1
du,2,1,32,1
lit,2,1,32,1
les,2,1,32,1
yeux,2,1,32,1
gonflés,2,1,32,1
de,2,1,32,1
sommeil,2,1,32,1
Elle,2,1,32,2
avait,2,1,32,2
simplement,2,1,32,2
relevé,2,1,32,2
ses,2,1,32,2
cheveux,2,1,32,2
et,2,1,32,2
passé,2,1,32,2
un,2,1,32,2
peignoir,2,1,32,2
de,2,1,32,2
laine,2,1,32,2
blanche,2,1,32,2
Mais,2,1,33,1
non,2,1,33,1
dit,2,1,33,1
la,2,1,33,1
mère,2,1,33,1
tu,2,1,33,1
vois,2,1,33,1
qu'on,2,1,33,1
t'attendait,2,1,33,1
Hein,2,1,33,1
ce,2,1,33,2
vent,2,1,33,2
a,2,1,33,2
dû,2,1,33,2
t'empêcher,2,1,33,2
de,2,1,33,2
dormir,2,1,33,2
pauvre,2,1,33,2
mignonne,2,1,33,2
La,2,1,34,1
jeune,2,1,34,1
fille,2,1,34,1
regarda,2,1,34,1
très,2,1,34,1
surprise,2,1,34,1
Il,2,1,35,1
a,2,1,35,1
fait,2,1,35,1
du,2,1,35,1
vent,2,1,35,1
Je,2,1,35,1
n'en,2,1,35,1
sais,2,1,35,1
rien,2,1,35,1
je,2,1,35,1
n'ai,2,1,35,1
pas,2,1,35,1
bougé,2,1,35,1
de,2,1,35,1
la,2,1,35,1
nuit,2,1,35,1
Alors,2,1,36,1
cela,2,1,36,1
leur,2,1,36,1
sembla,2,1,36,1
drôle,2,1,36,1
tous,2,1,36,1
les,2,1,36,1
trois,2,1,36,1
se,2,1,36,1
mirent,2,1,36,1
à,2,1,36,1
rire,2,1,36,1
et,2,1,36,1
les,2,1,36,1
bonnes,2,1,36,1
qui,2,1,36,1
apportaient,2,1,36,1
le,2,1,36,1
déjeuner,2,1,36,1
éclatèrent,2,1,36,1
aussi,2,1,36,1
tellement,2,1,36,1
l'idée,2,1,36,1
que,2,1,36,1
Mademoiselle,2,1,36,1
avait,2,1,36,1
dormi,2,1,36,1
d'un,2,1,36,1
trait,2,1,36,1
ses,2,1,36,1
douze,2,1,36,1
heures,2,1,36,1
égayait,2,1,36,1
la,2,1,36,1
maison,2,1,36,1
La,2,1,36,2
vue,2,1,36,2
de,2,1,36,2
la,2,1,36,2
brioche,2,1,36,2
acheva,2,1,36,2
d'épanouir,2,1,36,2
les,2,1,36,2
visages,2,1,36,2
Comment,2,1,37,1
elle,2,1,37,2
est,2,1,37,2
donc,2,1,37,2
cuite,2,1,37,2
répétait,2,1,37,3
Cécile,2,1,37,3
En,2,1,37,4
voilà,2,1,37,4
une,2,1,37,4
attrape,2,1,37,4
qu'on,2,1,37,4
me,2,1,37,4
fait,2,1,37,4
C'est,2,1,37,4
ça,2,1,37,4
qui,2,1,37,4
va,2,1,37,4
être,2,1,37,4
bon,2,1,37,4
tout,2,1,37,4
chaud,2,1,37,4
dans,2,1,37,4
le,2,1,37,4
chocolat,2,1,37,4
Ils,2,1,38,1
s'attablaient,2,1,38,1
enfin,2,1,38,1
le,2,1,38,1
chocolat,2,1,38,1
fumait,2,1,38,1
dans,2,1,38,1
les,2,1,38,1
bols,2,1,38,1
on,2,1,38,1
ne,2,1,38,1
parla,2,1,38,1
longtemps,2,1,38,1
que,2,1,38,1
de,2,1,38,1
la,2,1,38,1
brioche,2,1,38,1
Mélanie,2,1,38,2
et,2,1,38,2
Honorine,2,1,38,2
restaient,2,1,38,2
donnaient,2,1,38,2
les,2,1,38,2
détails,2,1,38,2
sur,2,1,38,2
la,2,1,38,2
cuisson,2,1,38,2
les,2,1,38,2
regardaient,2,1,38,2
se,2,1,38,2
bourrer,2,1,38,2
les,2,1,38,2
lèvres,2,1,38,2
grasses,2,1,38,2
en,2,1,38,2
disant,2,1,38,2
que,2,1,38,2
c'était,2,1,38,2
un,2,1,38,2
plaisir,2,1,38,2
de,2,1,38,2
faire,2,1,38,2
un,2,1,38,2
gâteau,2,1,38,2
quand,2,1,38,2
on,2,1,38,2
voyait,2,1,38,2
les,2,1,38,2
maîtres,2,1,38,2
le,2,1,38,2
manger,2,1,38,2
si,2,1,38,2
volontiers,2,1,38,2
Mais,2,1,39,1
les,2,1,39,1
chiens,2,1,39,1
aboyèrent,2,1,39,1
violemment,2,1,39,1
on,2,1,39,1
crut,2,1,39,1
qu'ils,2,1,39,1
annonçait,2,1,39,1
de,2,1,39,1
la,2,1,39,1
maîtresse,2,1,39,1
de,2,1,39,1
piano,2,1,39,1
qui,2,1,39,1
venaient,2,1,39,1
de,2,1,39,1
Marchiennes,2,1,39,1
le,2,1,39,1
lundi,2,1,39,1
et,2,1,39,1
le,2,1,39,1
vendredi,2,1,39,1
Il,2,1,39,2
venait,2,1,39,2
aussi,2,1,39,2
un,2,1,39,2
professeur,2,1,39,2
de,2,1,39,2
littérature,2,1,39,2
Toute,2,1,39,3
l'instruction,2,1,39,3
de,2,1,39,3
la,2,1,39,3
jeune,2,1,39,3
fille,2,1,39,3
s'était,2,1,39,3
ainsi,2,1,39,3
faite,2,1,39,3
à,2,1,39,3
la,2,1,39,3
Piolaine,2,1,39,3
dans,2,1,39,3
une,2,1,39,3
ignorance,2,1,39,3
heureuse,2,1,39,3
dans,2,1,39,3
des,2,1,39,3
caprices,2,1,39,3
d'enfant,2,1,39,3
jetant,2,1,39,3
le,2,1,39,3
livre,2,1,39,3
par,2,1,39,3
la,2,1,39,3
fenêtre,2,1,39,3
dès,2,1,39,3
qu'une,2,1,39,3
question,2,1,39,3
l'ennuyait,2,1,39,3
C'est,2,1,40,1
M,2,1,40,1
Deneulin,2,1,40,1
dit,2,1,40,1
Honorine,2,1,40,1
en,2,1,40,1
rentrant,2,1,40,1
Derrière,2,1,41,1
elle,2,1,41,1
Deneulin,2,1,41,1
un,2,1,41,1
cousin,2,1,41,1
de,2,1,41,1
M,2,1,41,1
Deneulin,2,1,41,1
parut,2,1,41,1
sans,2,1,41,1
façon,2,1,41,1
le,2,1,41,1
verbe,2,1,41,1
haut,2,1,41,1
le,2,1,41,1
geste,2,1,41,1
vif,2,1,41,1
avec,2,1,41,1
une,2,1,41,1
allure,2,1,41,1
d'ancien,2,1,41,1
officier,2,1,41,1
de,2,1,41,1
cavalerie,2,1,41,1
Bien,2,1,41,2
qu'il,2,1,41,2
eût,2,1,41,2
dépassé,2,1,41,2
la,2,1,41,2
cinquantaine,2,1,41,2
ses,2,1,41,2
cheveux,2,1,41,2
coupés,2,1,41,2
rats,2,1,41,2
et,2,1,41,2
ses,2,1,41,2
grosses,2,1,41,2
moustaches,2,1,41,2
étaient,2,1,41,2
d'un,2,1,41,2
noir,2,1,41,2
d'encre,2,1,41,2
Oui,2,1,42,1
c'est,2,1,42,1
moi,2,1,42,1
bonjour,2,1,42,1
Ne,2,1,42,1
vous,2,1,42,1
dérangez,2,1,42,1
donc,2,1,42,1
pas,2,1,42,1
Il,2,1,43,1
s'était,2,1,43,1
assis,2,1,43,1
pendant,2,1,43,1
que,2,1,43,1
la,2,1,43,1
famille,2,1,43,1
s'exclamait,2,1,43,1
Elle,2,1,43,2
finit,2,1,43,2
par,2,1,43,2
se,2,1,43,2
remettre,2,1,43,2
à,2,1,43,2
son,2,1,43,2
chocolat,2,1,43,2
Est-ce,2,1,44,1
que,2,1,44,1
tu,2,1,44,1
as,2,1,44,1
quelque,2,1,44,1
chose,2,1,44,1
à,2,1,44,1
me,2,1,44,1
dire,2,1,44,1
demanda,2,1,44,2
M,2,1,44,2
Grégoire,2,1,44,2
Non,2,1,45,1
rien,2,1,45,1
du,2,1,45,1
tout,2,1,45,1
se,2,1,45,1
hâta,2,1,45,1
de,2,1,45,1
répondre,2,1,45,1
Deneulin,2,1,45,1
Je,2,1,45,2
suis,2,1,45,2
sorti,2,1,45,2
à,2,1,45,2
cheval,2,1,45,2
pour,2,1,45,2
me,2,1,45,2
dérouiller,2,1,45,2
un,2,1,45,2
peu,2,1,45,2
et,2,1,45,2
comme,2,1,45,2
je,2,1,45,2
passais,2,1,45,2
devant,2,1,45,2
votre,2,1,45,2
porte,2,1,45,2
j'ai,2,1,45,2
voulu,2,1,45,2
vous,2,1,45,2
donner,2,1,45,2
un,2,1,45,2
petit,2,1,45,2
bonjour,2,1,45,2
Cécile,2,1,46,1
le,2,1,46,1
questionna,2,1,46,1
sur,2,1,46,1
Jeanne,2,1,46,1
et,2,1,46,1
sur,2,1,46,1
Lucie,2,1,46,1
ses,2,1,46,1
filles,2,1,46,1
Elles,2,1,46,2
allaient,2,1,46,2
parfaitement,2,1,46,2
la,2,1,46,2
première,2,1,46,2
ne,2,1,46,2
lâchait,2,1,46,2
plus,2,1,46,2
la,2,1,46,2
peinture,2,1,46,2
tandis,2,1,46,2
que,2,1,46,2
l'autre,2,1,46,2
l'aînée,2,1,46,2
cultivait,2,1,46,2
sa,2,1,46,2
voix,2,1,46,2
au,2,1,46,2
piano,2,1,46,2
du,2,1,46,2
matin,2,1,46,2
au,2,1,46,2
soir,2,1,46,2
Et,2,1,46,3
il,2,1,46,3
y,2,1,46,3
avait,2,1,46,3
un,2,1,46,3
tremblement,2,1,46,3
léger,2,1,46,3
dans,2,1,46,3
sa,2,1,46,3
voix,2,1,46,3
un,2,1,46,3
malaise,2,1,46,3
qu'il,2,1,46,3
dissimulait,2,1,46,3
sous,2,1,46,3
les,2,1,46,3
éclats,2,1,46,3
de,2,1,46,3
sa,2,1,46,3
gaieté,2,1,46,3
M,2,1,47,1
Grégoire,2,1,47,1
reprit,2,1,47,1
Et,2,1,48,1
tout,2,1,48,1
marche-t-il,2,1,48,1
bien,2,1,48,1
à,2,1,48,1
la,2,1,48,1
fosse,2,1,48,1
Dame,2,1,49,1
je,2,1,49,2
suis,2,1,49,2
bousculé,2,1,49,2
avec,2,1,49,2
les,2,1,49,2
camarades,2,1,49,2
par,2,1,49,2
cette,2,1,49,2
saleté,2,1,49,2
de,2,1,49,2
crise,2,1,49,2
Ah,2,1,49,2
nous,2,1,49,3
payons,2,1,49,3
les,2,1,49,3
armées,2,1,49,3
prospères,2,1,49,3
On,2,1,49,4
a,2,1,49,4
trop,2,1,49,4
bâti,2,1,49,4
d'usines,2,1,49,4
trop,2,1,49,4
construit,2,1,49,4
de,2,1,49,4
voies,2,1,49,4
ferrées,2,1,49,4
trop,2,1,49,4
immobilisé,2,1,49,4
de,2,1,49,4
capitaux,2,1,49,4
en,2,1,49,4
vue,2,1,49,4
d'une,2,1,49,4
production,2,1,49,4
formidable,2,1,49,4
Et,2,1,49,5
aujourd'hui,2,1,49,5
l'argent,2,1,49,5
dort,2,1,49,5
on,2,1,49,5
n'en,2,1,49,5
trouve,2,1,49,5
plus,2,1,49,5
pour,2,1,49,5
faire,2,1,49,5
fonctionner,2,1,49,5
tout,2,1,49,5
ça,2,1,49,5
Heureusement,2,1,49,6
rien,2,1,49,6
n'est,2,1,49,6
désespéré,2,1,49,6
je,2,1,49,6
m'en,2,1,49,6
tirerai,2,1,49,6
quand,2,1,49,6
même,2,1,49,6
Comme,2,1,50,1
son,2,1,50,1
cousin,2,1,50,1
il,2,1,50,1
avait,2,1,50,1
